,epoch,total time,train loss,val loss,test loss,train Precision,val Precision,test Precision,train Recall,val Recall,test Recall,train F1,val F1,test F1,train ROC,val ROC,test ROC,train Jaccard Score,val Jaccard Score,test Jaccard Score,train Confusion Matrix,val Confusion Matrix,test Confusion Matrix
0,0,6.553263187408447,0.5001679336918252,0.4634643688797951,0.46769897143046063,0.7989673612391666,0.8164485210759559,0.8133333333333334,0.8357379831803101,0.8556923741628861,0.8563714902807775,0.8169391179742443,0.8356099361848004,0.8342977380326144,0.7574416562555267,0.781092726303592,0.7785146925088098,0.6905300736301916,0.7176374671618806,0.7157039711191335,"[[11538  5451]
 [ 4258 21664]]","[[4287 1781]
 [1336 7922]]","[[ 852  364]
 [ 266 1586]]"
1,1,13.075859546661377,0.46978668141223134,0.4647679621974627,0.4685252656539281,0.8145200103661471,0.8278925398694209,0.8322510822510822,0.848738523262094,0.8354936271332901,0.8304535637149028,0.8312772750458126,0.8316757163593356,0.8313513513513513,0.7769209126993852,0.7852484615560978,0.7877596765942935,0.7112698823225139,0.7118534879440457,0.7113783533765032,"[[11979  5010]
 [ 3921 22001]]","[[4460 1608]
 [1523 7735]]","[[ 906  310]
 [ 314 1538]]"
2,2,19.606739282608032,0.468908325369869,0.4896869767457247,0.4943822057296832,0.8171152775199555,0.7661078386950612,0.7630866425992779,0.8490471414242728,0.9131561892417369,0.9130669546436285,0.8327752237168209,0.833193712117479,0.8313667649950836,0.7795474096667541,0.7439050557283174,0.7406617667954984,0.7134660269709544,0.714080581130163,0.7114009255363904,"[[12063  4926]
 [ 3913 22009]]","[[3487 2581]
 [ 804 8454]]","[[ 691  525]
 [ 161 1691]]"
3,3,26.156190872192383,0.46588586758644807,0.47003924772143363,0.46825086201230687,0.8165433012583272,0.8483031674208145,0.846979107848673,0.85113031401898,0.8100021602938,0.8099352051835853,0.8334781458955083,0.8287103547353298,0.8280430582390285,0.779676640910838,0.794503387332134,0.7935366815391611,0.7144985265066874,0.7075195773186149,0.706547338671691,"[[12032  4957]
 [ 3859 22063]]","[[4727 1341]
 [1759 7499]]","[[ 945  271]
 [ 352 1500]]"
4,4,32.826549768447876,0.4650001072635253,0.4814235514650742,0.4870368465781212,0.8175085172567027,0.763739224137931,0.7592093441150045,0.8516318185325207,0.9186649384316267,0.9125269978401728,0.834221365680384,0.8340688437775816,0.8288376655223149,0.780780886604538,0.7425394566910936,0.7358687620779811,0.7155915721231767,0.7153671461014383,0.7077051926298158,"[[12061  4928]
 [ 3846 22076]]","[[3437 2631]
 [ 753 8505]]","[[ 680  536]
 [ 162 1690]]"
5,5,39.333505630493164,0.46649022214114666,0.459906642138958,0.46001118049025536,0.8163627621407701,0.8168388429752066,0.8185108583247156,0.8514775094514312,0.8540721538129186,0.8547516198704104,0.8335504824486867,0.8350406589925018,0.8362387744321184,0.7796147921617037,0.7809418119097553,0.7830501520404684,0.7146048499368667,0.7167981144048591,0.7185655923740354,"[[12024  4965]
 [ 3850 22072]]","[[4295 1773]
 [1351 7907]]","[[ 865  351]
 [ 269 1583]]"
6,6,46.09339666366577,0.46300043360818,0.46549989270667236,0.4706251968940099,0.8196490186621155,0.8060533651931502,0.8045634920634921,0.8522490548568783,0.8744869302225102,0.8758099352051836,0.8356312056737588,0.8388768003315719,0.8386763185108583,0.7830613689141063,0.7767292924019603,0.7758983886552233,0.7176688431926713,0.7224701053007317,0.7221727515583259,"[[12128  4861]
 [ 3830 22092]]","[[4120 1948]
 [1162 8096]]","[[ 822  394]
 [ 230 1622]]"
7,7,52.67305016517639,0.4633930605791864,0.4616820218662421,0.46208345890045166,0.8200386933551603,0.8253868013893274,0.8235294117647058,0.8502816140729882,0.847051198963059,0.8466522678185745,0.8348863636363636,0.8360786822325283,0.8349307774227902,0.7827839879182411,0.7868248743661702,0.785168239172445,0.7165707597776261,0.7183292113217917,0.716636197440585,"[[12152  4837]
 [ 3881 22041]]","[[4409 1659]
 [1416 7842]]","[[ 880  336]
 [ 284 1568]]"
8,8,59.42285180091858,0.46175811865500044,0.4707283219943444,0.47758186732729274,0.8189820979434828,0.7965540737856517,0.7933884297520661,0.8541779183704961,0.8838842082523223,0.8812095032397408,0.8362098266550851,0.8379499257590497,0.8349961627014582,0.7830545840013055,0.7697272063015071,0.7658514621461863,0.7185228452751817,0.7210962284102925,0.7167325428194994,"[[12095  4894]
 [ 3780 22142]]","[[3978 2090]
 [1075 8183]]","[[ 791  425]
 [ 220 1632]]"
9,9,66.1056182384491,0.4634608289315587,0.4709579727301995,0.47506596396366757,0.818457779587606,0.7843432442604441,0.7786151672162035,0.8529048684515084,0.9004104558219918,0.892548596112311,0.835326343628979,0.8383787589258775,0.8316981132075472,0.7821237509601117,0.7613456366123802,0.753017719108787,0.7172192305196912,0.7217316017316018,0.7118863049095607,"[[12085  4904]
 [ 3813 22109]]","[[3776 2292]
 [ 922 8336]]","[[ 746  470]
 [ 199 1653]]"
