,epoch,total time,train loss,val loss,test loss,train Precision,val Precision,test Precision,train Recall,val Recall,test Recall,train F1,val F1,test F1,train ROC,val ROC,test ROC,train Jaccard Score,val Jaccard Score,test Jaccard Score,train Confusion Matrix,val Confusion Matrix,test Confusion Matrix
0,0,531.1212320327759,0.4517561870494059,0.41972632507483165,0.40952735766768456,0.818638867324683,0.8589045661593157,0.8665919282511211,0.8542936501813132,0.8350615683732988,0.8347732181425486,0.8360863081192306,0.8468152691823211,0.8503850385038504,0.7827592802086741,0.8128834539295631,0.8195247669660111,0.7183404697028675,0.7343275075987842,0.7397129186602871,"[[12083  4906]
 [ 3777 22145]]","[[4798 1270]
 [1527 7731]]","[[ 978  238]
 [ 306 1546]]"
1,1,537.9923167228699,0.4265987288561605,0.4154676167915265,0.40643690278132755,0.8335138365014751,0.8416490486257928,0.8533190578158458,0.8610060952087031,0.8600129617627997,0.8606911447084233,0.8470369456725934,0.8507319158029704,0.8569892473118279,0.7993005047825257,0.8065720708616242,0.8176810986700012,0.734660961158657,0.7402380066939382,0.7497648165569144,"[[12531  4458]
 [ 3603 22319]]","[[4570 1498]
 [1296 7962]]","[[ 942  274]
 [ 258 1594]]"
2,2,544.8544747829437,0.41849810417209354,0.4183350836237272,0.4064902060975631,0.832973174366617,0.8113335925349923,0.8195193722412948,0.8624720314790525,0.901598617411968,0.902267818574514,0.8474659793032865,0.8540877928988029,0.8589051657671549,0.7992977027134506,0.7908619323051931,0.7998181198135729,0.7353066929781286,0.7453344048575765,0.7527027027027027,"[[12506  4483]
 [ 3565 22357]]","[[4127 1941]
 [ 911 8347]]","[[ 848  368]
 [ 181 1671]]"
3,3,551.5759181976318,0.41482855290884063,0.40926093397041163,0.39570829023917514,0.8380528989838614,0.8355371900826446,0.8507853403141361,0.8654039040197515,0.8736228127025275,0.8774298056155507,0.8515088252040235,0.8541556658570071,0.8639021796916534,0.805119398592959,0.8056314459030106,0.8215274028077754,0.7414152097035397,0.7454377880184332,0.7604117922321011,"[[12654  4335]
 [ 3489 22433]]","[[4476 1592]
 [1170 8088]]","[[ 931  285]
 [ 227 1625]]"
4,4,558.7104187011719,0.41582258524639265,0.4278319666783015,0.4209327275554339,0.8363826061035138,0.8738400093973923,0.8838594401429423,0.8659054085332922,0.8035212788939295,0.8012958963282938,0.8508880001516329,0.8372066850486748,0.8405550835457377,0.8037220255922097,0.8132636058279799,0.8204670271115153,0.7404743839276878,0.7199961285327139,0.7249633610161211,"[[12598  4391]
 [ 3476 22446]]","[[4994 1074]
 [1819 7439]]","[[1021  195]
 [ 368 1484]]"
5,5,565.4372639656067,0.4156268937956719,0.4356198432544867,0.42855318759878475,0.8370902022354304,0.8784425451092118,0.889754343918514,0.8638608132088573,0.7993087059840138,0.8018358531317494,0.8502648415696846,0.8370093880782717,0.8435103663731894,0.8036709445996021,0.8152772930051908,0.8252600318290326,0.7395310435931308,0.7197043376774946,0.7293713163064833,"[[12631  4358]
 [ 3529 22393]]","[[5044 1024]
 [1858 7400]]","[[1032  184]
 [ 367 1485]]"
6,6,572.380010843277,0.41363633787702947,0.4168370346228282,0.40403428239127,0.8375966242204713,0.8220852797932611,0.828887770508304,0.8652881722089345,0.8933895009721322,0.8893088552915767,0.8512172444545645,0.8562554997670687,0.8580359468611618,0.8046495013731705,0.7991996944544247,0.804851796066841,0.7409732086815765,0.7486422881969588,0.7513686131386861,"[[12640  4349]
 [ 3492 22430]]","[[4278 1790]
 [ 987 8271]]","[[ 876  340]
 [ 205 1647]]"
7,7,579.0671730041504,0.4109916255055439,0.4135039788981279,0.39880353088180226,0.8395167605056117,0.8410693611198821,0.8543223052294557,0.8685672401820848,0.8631453877727371,0.8644708423326134,0.853794960277583,0.8519643904259289,0.8593666129898014,0.8076134217273954,0.8071494901948721,0.8199821316926226,0.7448885065837358,0.7421062407132244,0.7534117647058823,"[[12685  4304]
 [ 3407 22515]]","[[4558 1510]
 [1267 7991]]","[[ 943  273]
 [ 251 1601]]"
8,8,586.3852910995483,0.41063752415634336,0.4192514439423879,0.40449287618199986,0.8387373926036609,0.866203598269187,0.8784562211981567,0.8661754494251986,0.8216677468135667,0.8234341252699784,0.8522356334927503,0.8433481152993348,0.8500557413600892,0.8060349258427422,0.8140144930508177,0.8249571942139365,0.7425179404080823,0.7291287261573852,0.739214735821619,"[[12672  4317]
 [ 3469 22453]]","[[4893 1175]
 [1651 7607]]","[[1005  211]
 [ 327 1525]]"
9,9,593.8823013305664,0.4007500274372952,0.40775938890874386,0.3961008160064618,0.8439726952216637,0.8354312835328106,0.8519685039370078,0.8680657356685441,0.8745949449125081,0.8763498920086393,0.8558496881180587,0.8545646437994723,0.8639872238488155,0.8116007058471039,0.8058703135900708,0.8222209986358986,0.7480220730004654,0.7460609969593661,0.760543580131209,"[[12829  4160]
 [ 3420 22502]]","[[4473 1595]
 [1161 8097]]","[[ 934  282]
 [ 229 1623]]"
