,epoch,total time,train loss,val loss,test loss,train Precision,val Precision,test Precision,train Recall,val Recall,test Recall,train F1,val F1,test F1,train ROC,val ROC,test ROC,train Jaccard Score,val Jaccard Score,test Jaccard Score,train Confusion Matrix,val Confusion Matrix,test Confusion Matrix
0,0,35.76905941963196,0.713084127044394,0.7301062467197578,0.7539763649304708,0.7947445037512597,0.8356643356643356,0.838495575221239,0.8213872386389939,0.8260963491034781,0.8185745140388769,0.8078462618329444,0.8308527973927213,0.8284153005464481,0.7488536051927089,0.7891193676961028,0.7892214675457543,0.6776359759396582,0.7106485783311652,0.707089552238806,"[[11490  5499]
 [ 4630 21292]]","[[4564 1504]
 [1610 7648]]","[[ 924  292]
 [ 336 1516]]"
1,1,71.36682915687561,0.8223812338851747,0.9406203662355741,0.9447083113094171,0.7925590179414542,0.8265980896399706,0.8315724052206339,0.8094668621248361,0.729099157485418,0.7224622030237581,0.8009237170066988,0.7747933884297521,0.7731869401906963,0.7430994325928201,0.7478719254796898,0.7498001804592475,0.6679505952759915,0.6323777403035413,0.6302402260951484,"[[11497  5492]
 [ 4939 20983]]","[[4652 1416]
 [2508 6750]]","[[ 945  271]
 [ 514 1338]]"
2,2,107.22848701477051,1.191584934790929,1.1716277979314327,1.1995019639531772,0.7903885089964473,0.8644602048857368,0.871071716357776,0.7981637219350359,0.5924605746381508,0.5836933045356372,0.7942570874680897,0.7030699224508108,0.6989977368250889,0.7375950165387699,0.7253667408457729,0.7260571785836081,0.6587283899519246,0.542103182447124,0.5372763419483101,"[[11502  5487]
 [ 5232 20690]]","[[5208  860]
 [3773 5485]]","[[1056  160]
 [ 771 1081]]"
3,3,143.01063632965088,1.1595619499151195,1.1890320144593716,1.229019231473406,0.79345704993304,0.7488605287146763,0.7436823104693141,0.7999768536378365,0.8873406783322532,0.8898488120950324,0.7967036133469082,0.8122404587700217,0.8102261553588987,0.7411209243172996,0.7166597920336282,0.7113717744685688,0.6621008939974458,0.6838425039540498,0.6809917355371901,"[[11591  5398]
 [ 5185 20737]]","[[3313 2755]
 [1043 8215]]","[[ 648  568]
 [ 204 1648]]"
4,4,178.59784770011902,1.234764318381037,1.6447250339513024,1.6343624591827393,0.7951659313255324,0.9009365994236311,0.9007220216606499,0.7995525036648407,0.5402894793691942,0.5388768898488121,0.7973531844499586,0.675489534098582,0.6743243243243243,0.7426451670128311,0.7248250297307407,0.7242081817665112,0.6629986244841816,0.5099918433931484,0.508664627930683,"[[11650  5339]
 [ 5196 20726]]","[[5518  550]
 [4256 5002]]","[[1106  110]
 [ 854  998]]"
5,5,214.56535387039185,1.3301566796643394,1.3663668647408485,1.3878889431556065,0.7946168023345108,0.8481852478209965,0.8430609597924773,0.7983566082863977,0.7042557787859148,0.7019438444924406,0.7964823153600431,0.7695485393921511,0.7660577489687684,0.7417529112419097,0.7559677048181386,0.7514653432988518,0.6617952735761569,0.6254196642685851,0.620821394460363,"[[11640  5349]
 [ 5227 20695]]","[[4901 1167]
 [2738 6520]]","[[ 974  242]
 [ 552 1300]]"
6,6,250.37784457206726,0.5970953854155683,0.5446602389216423,0.5396881575385729,0.8168881171674468,0.8625637376971422,0.8681983071342201,0.834850705964046,0.785698855044286,0.775377969762419,0.825771740374709,0.8223390424509638,0.8191671420422133,0.7746565025493901,0.7973484387284713,0.7980508269864727,0.7032463523218406,0.6982816549870404,0.693719806763285,"[[12138  4851]
 [ 4281 21641]]","[[4909 1159]
 [1984 7274]]","[[ 998  218]
 [ 416 1436]]"
7,7,285.79532980918884,0.4897050741350367,0.49579781567056974,0.49535849193731946,0.8236377301766253,0.8198438783894824,0.8195020746887967,0.8454980325592161,0.8621732555627565,0.8531317494600432,0.8344247315921723,0.8404759397704539,0.8359788359788359,0.784630233537834,0.7865579527648983,0.7834737694668639,0.7158909031520496,0.7248456229567745,0.7181818181818181,"[[12296  4693]
 [ 4005 21917]]","[[4314 1754]
 [1276 7982]]","[[ 868  348]
 [ 272 1580]]"
8,8,321.3477807044983,0.49140679383916513,0.480034622301658,0.4850411464770635,0.822965607968427,0.8243731406714833,0.8311827956989247,0.8446493326132243,0.8380859796932383,0.8347732181425486,0.8336664953262132,0.8311730048205678,0.8329741379310345,0.783705559825948,0.7828366615671201,0.7882747669660112,0.7147753982763123,0.7111172211529649,0.7137580794090489,"[[12279  4710]
 [ 4027 21895]]","[[4415 1653]
 [1499 7759]]","[[ 902  314]
 [ 306 1546]]"
9,9,356.9930245876312,0.4868906732382519,0.48744181158641975,0.48714450746774673,0.8213068713724022,0.8098456572177948,0.8139653414882773,0.8461152688835738,0.8671419313026572,0.8623110151187905,0.8335265168069622,0.8375149966094622,0.8374410068169901,0.7826138178545834,0.7782479597185665,0.78107327071729,0.7145696227275689,0.7204523018935655,0.7203428055931439,"[[12217  4772]
 [ 3989 21933]]","[[4183 1885]
 [1230 8028]]","[[ 851  365]
 [ 255 1597]]"
10,10,392.7354004383087,0.49603007245986236,0.5350944253305594,0.5318201147019863,0.8221795884587895,0.852062094531974,0.8500881834215167,0.8431448190726024,0.794448044934111,0.7807775377969762,0.8325302352156937,0.8222470653996646,0.8139600337742753,0.7824529793167473,0.7919998959014656,0.7855367952142777,0.7131064635061503,0.6981490270526816,0.6862838158519222,"[[12262  4727]
 [ 4066 21856]]","[[4791 1277]
 [1903 7355]]","[[ 961  255]
 [ 406 1446]]"
11,11,428.7961869239807,0.4931107623768704,0.49749916506310304,0.4958684990803401,0.8214755021588136,0.7972747769826488,0.805,0.844070673559139,0.8784834737524303,0.8693304535637149,0.8326198222881823,0.8359114034636929,0.8359293873312564,0.7820918439312559,0.7688396274497153,0.7743033846765942,0.713237930697265,0.7180822885396433,0.7181088314005353,"[[12234  4755]
 [ 4042 21880]]","[[4000 2068]
 [1125 8133]]","[[ 826  390]
 [ 242 1610]]"
12,12,464.76063299179077,0.4939333445259503,0.5360886618494988,0.5453613984088103,0.822218052167386,0.8350131463628396,0.8420177383592018,0.8451508371267649,0.8232879671635343,0.8201943844492441,0.8335267373066753,0.8291091047536169,0.8309628008752735,0.7831616802621286,0.7875503777808442,0.792909692224622,0.7145699468345347,0.708101077666295,0.7108095460926532,"[[12252  4737]
 [ 4014 21908]]","[[4562 1506]
 [1636 7622]]","[[ 931  285]
 [ 333 1519]]"
13,13,500.4310493469238,0.5014823168693554,0.5444144460062186,0.5417810200403134,0.8206072448519465,0.7773577947819673,0.7867853795688847,0.8424504282077,0.9107798660617844,0.9065874730021598,0.8313853885102981,0.8387963193235514,0.8424485699949824,0.7807225359003065,0.7563952065971413,0.7662049207116062,0.7114281991138911,0.7223507238927439,0.7277850021673169,"[[12215  4774]
 [ 4084 21838]]","[[3653 2415]
 [ 826 8432]]","[[ 761  455]
 [ 173 1679]]"
14,14,536.1810986995697,0.4358208143107948,0.4444279919068019,0.4489913731813431,0.8336130066748704,0.8287843795926937,0.8356382978723405,0.8623948769385078,0.8527759775329444,0.8482721382289417,0.8477597224065682,0.8406090289608177,0.8419078242229368,0.799877172414748,0.7919944488851275,0.7970801480618394,0.7357490784623486,0.7250436220038571,0.7269782508098103,"[[12527  4462]
 [ 3567 22355]]","[[4437 1631]
 [1363 7895]]","[[ 907  309]
 [ 281 1571]]"
