,epoch,total time,train loss,val loss,test loss,train Accuracy,val Accuracy,test Accuracy
0,0,8.119439601898193,0.2880979289877273,0.3464998984709382,0.3457519505172968,0.8813357880263801,0.851037452694767,0.8448500651890483
1,1,16.070761919021606,0.19320103526115417,0.498327994843324,0.49683305621147156,0.9227237771200858,0.8030797337857236,0.8028031290743155
2,2,24.009212493896484,0.1627771370002024,0.41796459117904305,0.3844109959900379,0.9353079629931719,0.8262429857758058,0.8347457627118644
3,3,32.16466236114502,0.1292332148822468,0.40667835702188315,0.40663441996245336,0.9501060334180047,0.8755056766279525,0.8846153846153846
4,4,40.210525035858154,0.1701744846290066,0.4221631178283133,0.45707463069508475,0.9374752394490923,0.8641524207229545,0.8679921773142112
5,5,48.19787549972534,0.1451994169481276,0.4113532773839931,0.3887298743550976,0.9446994943021603,0.8240245334725304,0.8197522816166884
6,6,56.42802309989929,0.11285330039182943,0.49640565641845263,0.4649540490160386,0.9574934166064646,0.8341380660315804,0.8445241199478487
7,7,64.75875425338745,0.07076105620390513,0.3310857657964031,0.31495033856481314,0.9733867772832141,0.9111314106746705,0.9126466753585397
8,8,73.33054184913635,0.05482439257182358,0.4782527526578633,0.46498413834099966,0.9793992216447998,0.8881639044760538,0.8924380704041721
9,9,81.82058811187744,0.050779844754807915,0.2894802420710524,0.300239918132623,0.9816597142923725,0.9183740049588934,0.9194915254237288
10,10,90.1140193939209,0.04102443374618555,0.41039130799472334,0.3656456271807353,0.9848290648085573,0.9069555004567402,0.9061277705345502
11,11,98.25631546974182,0.03518095705311723,0.537348363455385,0.5328488862141967,0.9864603481624759,0.8717865065901084,0.8722294654498044
12,12,106.51512789726257,0.030445012344855405,0.49116613119840624,0.48052662921448547,0.9895830905828342,0.9003653921440689,0.9044980443285529
13,13,114.55729007720947,0.18388089349554365,0.2486612534771363,0.2358797366420428,0.939525995665447,0.9070859976510505,0.9074315514993481
14,14,122.59671449661255,0.1477536991975891,0.28224000078625977,0.29992952655690414,0.9661858264780593,0.9175910217930314,0.9172099087353325
15,15,130.96154403686523,0.037981952810479835,0.30085563321287434,0.31534735943811637,0.9867866048332595,0.9212449432337205,0.9266623207301173
16,16,139.02858591079712,0.02706120270436042,0.37254766359304387,0.37645323916027945,0.990305516068141,0.919809474096307,0.9204693611473272
17,17,147.05244731903076,0.024480644731652103,0.4261661846190691,0.43486811096469563,0.9917270629908415,0.9042150593762234,0.902542372881356
18,18,155.13931465148926,0.06995184992237705,0.33371089641004803,0.29529029317200184,0.9820325790589826,0.9131541171864805,0.9146023468057366
19,19,163.1139636039734,0.03354182200703127,0.5032918695360422,0.4631684683263302,0.9876721586539582,0.9139371003523424,0.9175358539765319
20,20,171.09546756744385,0.019917190180941752,0.4471083494834602,0.45882761261115473,0.9922630560928434,0.9118491452433772,0.9084093872229465
21,21,179.32072710990906,0.017031341807264004,0.5814797584074162,0.5981949549798932,0.9942205961175457,0.9066945060681195,0.9080834419817471
22,22,187.3980758190155,0.024374100791083902,0.387971491428713,0.37660890631377697,0.9914707184637972,0.9171995302101005,0.9204693611473272
23,23,195.3982605934143,0.017804905012737782,0.3930729415267706,0.3759395231803258,0.9936846030155438,0.9156335638783766,0.9165580182529335
24,24,203.57041716575623,0.012883990430574548,0.7909526723145973,0.8326549388778707,0.9954790147048542,0.8941667754143285,0.8934159061277706
25,25,211.6661720275879,0.006188125304474636,0.49669460545604427,0.4611201897884409,0.9978793316399058,0.9252903562573405,0.9217731421121251
26,26,219.70843386650085,0.0034926293814719215,0.5224026977084577,0.5016153811787566,0.9985784530772995,0.9269215711862195,0.9269882659713168
27,27,228.0165991783142,0.0027711335296907065,0.5406945827727516,0.5305866954537729,0.9989979259397357,0.9257470964374266,0.9227509778357236
28,28,236.16761708259583,0.0028447832125244703,0.5742981757658223,0.5438847448676825,0.9990212299876489,0.9267910739919092,0.9240547588005215
29,29,244.15034341812134,0.0024124956976957755,0.6061312944783519,0.5749152979503075,0.9990911421313883,0.9259428422288921,0.9224250325945241
